subject	group	condition	stimtype	context	videoname	valence	arousal	empathy	responsibility	deservingness	help	BIDR
35	Novices	Compassion	Neutral	Responsible	43	7	5	6	6	6	6	3
35	Novices	Compassion	Neutral	Responsible	37	7	4	3	5	5	5	3
35	Novices	Compassion	Neutral	Responsible	45	5	1	1	NA	NA	5	3
35	Novices	Compassion	Neutral	Responsible	52	5	1	1	5	NA	5	3
35	Novices	Empathy	Neutral	Responsible	49	5	1	1	NA	NA	NA	3
35	Novices	Empathy	Neutral	Responsible	50	5	1	1	NA	NA	NA	3
35	Novices	Empathy	Neutral	Responsible	39	5	1	1	NA	NA	NA	3
35	Novices	Empathy	Neutral	Responsible	47	7	7	7	5	5	5	3
35	Novices	Empathy	Neutral	Responsible	46	5	2	2	NA	NA	5	3
36	Novices	Compassion	Neutral	Responsible	50	5	3	3	NA	NA	NA	7
36	Novices	Compassion	Neutral	Responsible	46	5	4	3	NA	NA	NA	7
36	Novices	Compassion	Neutral	Responsible	39	5	3	3	NA	NA	NA	7
36	Novices	Compassion	Neutral	Responsible	52	5	5	3	NA	NA	NA	7
36	Novices	Compassion	Neutral	Responsible	37	5	3	3	NA	NA	NA	7
36	Novices	Empathy	Neutral	Responsible	47	5	5	3	NA	NA	NA	7
36	Novices	Empathy	Neutral	Responsible	49	5	5	1	NA	NA	NA	7
36	Novices	Empathy	Neutral	Responsible	51	5	2	3	NA	NA	NA	7
36	Novices	Empathy	Neutral	Responsible	43	5	4	4	NA	NA	NA	7
36	Novices	Empathy	Neutral	Responsible	45	5	5	2	NA	NA	NA	7
37	Novices	Compassion	Neutral	Responsible	43	7	4	2	3	3	4	24
37	Novices	Compassion	Neutral	Responsible	51	7	4	6	6	5	5	24
37	Novices	Compassion	Neutral	Responsible	52	5	1	1	7	7	1	24
37	Novices	Compassion	Neutral	Responsible	45	5	1	1	8	7	1	24
37	Novices	Compassion	Neutral	Responsible	37	5	1	1	7	7	1	24
37	Novices	Empathy	Neutral	Responsible	46	6	2	2	7	7	4	24
37	Novices	Empathy	Neutral	Responsible	49	5	1	1	8	8	1	24
37	Novices	Empathy	Neutral	Responsible	47	9	8	8	8	8	7	24
37	Novices	Empathy	Neutral	Responsible	50	5	2	2	8	8	1	24
37	Novices	Empathy	Neutral	Responsible	39	5	1	1	8	8	1	24
38	Novices	Compassion	Neutral	Responsible	37	7	5	5	6	6	6	10
38	Novices	Compassion	Neutral	Responsible	47	6	5	5	5	6	5	10
38	Novices	Compassion	Neutral	Responsible	45	5	5	5	6	6	NA	10
38	Novices	Compassion	Neutral	Responsible	46	4	6	6	NA	4	5	10
38	Novices	Compassion	Neutral	Responsible	51	7	6	6	7	7	5	10
38	Novices	Empathy	Neutral	Responsible	39	4	6	6	3	3	5	10
38	Novices	Empathy	Neutral	Responsible	49	5	4	4	6	5	5	10
38	Novices	Empathy	Neutral	Responsible	52	5	5	5	NA	NA	5	10
38	Novices	Empathy	Neutral	Responsible	43	7	6	7	5	8	6	10
38	Novices	Empathy	Neutral	Responsible	50	6	6	6	8	7	NA	10
42	Novices	Compassion	Neutral	Responsible	63	5	4	6	5	NA	5	6
42	Novices	Compassion	Neutral	Responsible	57	6	7	7	6	6	6	6
42	Novices	Compassion	Neutral	Responsible	55	5	6	5	6	6	NA	6
42	Novices	Compassion	Neutral	Responsible	70	5	5	7	5	6	6	6
42	Novices	Compassion	Neutral	Responsible	65	6	6	7	5	6	6	6
42	Novices	Empathy	Neutral	Responsible	67	5	3	3	NA	NA	4	6
42	Novices	Empathy	Neutral	Responsible	61	7	6	5	6	NA	NA	6
42	Novices	Empathy	Neutral	Responsible	54	6	5	5	NA	NA	NA	6
42	Novices	Empathy	Neutral	Responsible	53	7	6	6	NA	NA	6	6
42	Novices	Empathy	Neutral	Responsible	62	6	6	5	6	5	6	6
81	Novices	Compassion	Neutral	Responsible	45	5	5	5	NA	NA	6	13
81	Novices	Compassion	Neutral	Responsible	37	5	5	5	7	7	NA	13
81	Novices	Compassion	Neutral	Responsible	50	5	5	5	5	5	5	13
81	Novices	Compassion	Neutral	Responsible	39	5	5	6	5	5	5	13
81	Novices	Compassion	Neutral	Responsible	47	5	6	6	4	NA	5	13
81	Novices	Empathy	Neutral	Responsible	46	4	6	6	6	6	6	13
81	Novices	Empathy	Neutral	Responsible	52	5	5	5	NA	NA	NA	13
81	Novices	Empathy	Neutral	Responsible	49	7	6	6	5	NA	NA	13
81	Novices	Empathy	Neutral	Responsible	43	6	7	7	4	NA	8	13
81	Novices	Empathy	Neutral	Responsible	51	6	6	6	6	6	6	13
82	Novices	Compassion	Neutral	Responsible	46	5	2	3	NA	NA	NA	26
82	Novices	Compassion	Neutral	Responsible	45	5	1	1	NA	NA	NA	26
82	Novices	Compassion	Neutral	Responsible	52	5	2	3	NA	NA	NA	26
82	Novices	Compassion	Neutral	Responsible	49	7	5	4	6	NA	NA	26
82	Novices	Compassion	Neutral	Responsible	50	7	6	5	7	NA	NA	26
82	Novices	Empathy	Neutral	Responsible	51	8	6	3	NA	NA	NA	26
82	Novices	Empathy	Neutral	Responsible	39	8	3	3	7	7	NA	26
82	Novices	Empathy	Neutral	Responsible	43	8	6	4	NA	NA	5	26
82	Novices	Empathy	Neutral	Responsible	37	5	1	1	6	NA	NA	26
82	Novices	Empathy	Neutral	Responsible	47	7	6	4	NA	NA	NA	26
83	Novices	Compassion	Neutral	Responsible	52	3	6	6	6	4	6	13
83	Novices	Compassion	Neutral	Responsible	49	7	6	6	6	6	NA	13
83	Novices	Compassion	Neutral	Responsible	47	7	4	6	NA	NA	NA	13
83	Novices	Compassion	Neutral	Responsible	43	5	3	3	NA	NA	5	13
83	Novices	Compassion	Neutral	Responsible	51	5	1	2	NA	NA	NA	13
83	Novices	Empathy	Neutral	Responsible	37	6	5	5	NA	NA	NA	13
83	Novices	Empathy	Neutral	Responsible	39	6	4	3	NA	NA	NA	13
83	Novices	Empathy	Neutral	Responsible	45	5	1	1	NA	NA	NA	13
83	Novices	Empathy	Neutral	Responsible	46	6	4	4	5	NA	5	13
83	Novices	Empathy	Neutral	Responsible	50	7	6	6	NA	6	NA	13
87	Novices	Compassion	Neutral	Responsible	46	5	1	1	6	NA	NA	15
87	Novices	Compassion	Neutral	Responsible	50	5	1	1	NA	NA	NA	15
87	Novices	Compassion	Neutral	Responsible	52	5	1	1	NA	NA	NA	15
87	Novices	Compassion	Neutral	Responsible	45	5	1	1	NA	NA	NA	15
87	Novices	Compassion	Neutral	Responsible	49	5	2	2	NA	NA	NA	15
87	Novices	Empathy	Neutral	Responsible	37	6	2	1	7	NA	NA	15
87	Novices	Empathy	Neutral	Responsible	39	5	2	1	7	NA	NA	15
87	Novices	Empathy	Neutral	Responsible	51	5	1	1	NA	NA	NA	15
87	Novices	Empathy	Neutral	Responsible	47	6	5	5	NA	NA	NA	15
87	Novices	Empathy	Neutral	Responsible	43	6	5	5	NA	NA	NA	15
88	Novices	Compassion	Neutral	Responsible	49	7	4	3	NA	NA	NA	7
88	Novices	Compassion	Neutral	Responsible	39	7	5	5	NA	NA	5	7
88	Novices	Compassion	Neutral	Responsible	46	4	6	6	NA	NA	6	7
88	Novices	Compassion	Neutral	Responsible	50	5	5	5	NA	NA	NA	7
88	Novices	Compassion	Neutral	Responsible	47	7	7	7	NA	NA	NA	7
88	Novices	Empathy	Neutral	Responsible	45	5	2	2	1	1	1	7
88	Novices	Empathy	Neutral	Responsible	52	7	3	2	1	2	1	7
88	Novices	Empathy	Neutral	Responsible	37	5	1	1	NA	NA	1	7
88	Novices	Empathy	Neutral	Responsible	43	7	7	7	1	1	7	7
88	Novices	Empathy	Neutral	Responsible	51	7	5	5	NA	NA	NA	7
89	Novices	Compassion	Neutral	Responsible	45	5	1	1	NA	NA	NA	NA
89	Novices	Compassion	Neutral	Responsible	39	6	7	6	5	NA	5	NA
89	Novices	Compassion	Neutral	Responsible	46	7	6	6	6	NA	6	NA
89	Novices	Compassion	Neutral	Responsible	47	9	7	7	3	5	6	NA
89	Novices	Compassion	Neutral	Responsible	49	8	6	5	5	NA	NA	NA
89	Novices	Empathy	Neutral	Responsible	52	3	6	5	4	3	6	NA
89	Novices	Empathy	Neutral	Responsible	43	6	4	3	NA	4	6	NA
89	Novices	Empathy	Neutral	Responsible	50	7	4	4	6	5	NA	NA
89	Novices	Empathy	Neutral	Responsible	37	7	5	2	6	6	3	NA
89	Novices	Empathy	Neutral	Responsible	51	8	7	6	7	7	5	NA
90	Novices	Compassion	Neutral	Responsible	62	6	6	3	5	NA	3	1
90	Novices	Compassion	Neutral	Responsible	55	5	5	5	NA	NA	2	1
90	Novices	Compassion	Neutral	Responsible	53	5	2	2	2	NA	NA	1
90	Novices	Compassion	Neutral	Responsible	57	5	2	1	6	6	NA	1
90	Novices	Compassion	Neutral	Responsible	70	6	3	3	3	3	NA	1
90	Novices	Empathy	Neutral	Responsible	61	6	3	3	5	NA	NA	1
90	Novices	Empathy	Neutral	Responsible	65	7	5	3	3	NA	6	1
90	Novices	Empathy	Neutral	Responsible	67	5	1	1	8	8	NA	1
90	Novices	Empathy	Neutral	Responsible	54	5	2	2	NA	NA	NA	1
90	Novices	Empathy	Neutral	Responsible	63	5	2	2	NA	NA	NA	1
91	Novices	Compassion	Neutral	Responsible	54	7	7	7	6	6	2	13
91	Novices	Compassion	Neutral	Responsible	70	8	7	6	6	5	NA	13
91	Novices	Empathy	Neutral	Responsible	55	5	1	1	6	6	1	13
91	Novices	Empathy	Neutral	Responsible	63	4	2	2	6	NA	2	13
91	Novices	Empathy	Neutral	Responsible	67	5	1	1	7	7	1	13
91	Novices	Empathy	Neutral	Responsible	61	7	4	5	7	7	1	13
91	Novices	Empathy	Neutral	Responsible	62	6	5	4	6	6	NA	13
93	Novices	Compassion	Neutral	Responsible	51	7	5	5	3	NA	6	25
93	Novices	Compassion	Neutral	Responsible	52	7	3	3	2	NA	NA	25
93	Novices	Compassion	Neutral	Responsible	50	8	2	2	NA	NA	NA	25
93	Novices	Compassion	Neutral	Responsible	37	8	2	2	2	2	NA	25
93	Novices	Compassion	Neutral	Responsible	43	8	2	2	2	NA	NA	25
93	Novices	Empathy	Neutral	Responsible	47	5	2	3	2	NA	NA	25
93	Novices	Empathy	Neutral	Responsible	39	5	5	2	NA	NA	6	25
93	Novices	Empathy	Neutral	Responsible	46	5	3	2	NA	NA	NA	25
93	Novices	Empathy	Neutral	Responsible	45	5	2	1	1	1	NA	25
93	Novices	Empathy	Neutral	Responsible	49	5	2	2	NA	NA	NA	25
94	Novices	Compassion	Neutral	Responsible	50	8	6	6	7	6	2	8
94	Novices	Compassion	Neutral	Responsible	39	4	5	7	3	NA	5	8
94	Novices	Compassion	Neutral	Responsible	52	7	8	6	2	NA	4	8
94	Novices	Compassion	Neutral	Responsible	46	5	7	6	4	3	7	8
94	Novices	Compassion	Neutral	Responsible	45	3	7	6	1	1	7	8
94	Novices	Empathy	Neutral	Responsible	43	7	7	5	NA	NA	3	8
94	Novices	Empathy	Neutral	Responsible	37	5	6	4	7	NA	2	8
94	Novices	Empathy	Neutral	Responsible	47	7	4	5	NA	NA	2	8
94	Novices	Empathy	Neutral	Responsible	51	9	8	6	6	7	5	8
94	Novices	Empathy	Neutral	Responsible	49	5	6	6	6	5	3	8
95	Novices	Compassion	Neutral	Responsible	63	5	5	3	3	4	NA	8
95	Novices	Compassion	Neutral	Responsible	55	6	5	5	7	5	4	8
95	Novices	Compassion	Neutral	Responsible	70	7	5	5	NA	NA	NA	8
95	Novices	Compassion	Neutral	Responsible	65	7	6	7	7	NA	NA	8
95	Novices	Compassion	Neutral	Responsible	57	5	6	5	8	8	5	8
95	Novices	Empathy	Neutral	Responsible	61	7	5	6	6	6	1	8
95	Novices	Empathy	Neutral	Responsible	54	8	6	7	7	6	NA	8
95	Novices	Empathy	Neutral	Responsible	53	4	6	5	1	1	6	8
95	Novices	Empathy	Neutral	Responsible	62	5	1	1	NA	NA	NA	8
95	Novices	Empathy	Neutral	Responsible	67	6	4	3	8	8	1	8
96	Novices	Compassion	Neutral	Responsible	55	5	1	2	6	6	NA	12
96	Novices	Compassion	Neutral	Responsible	53	5	4	3	1	1	6	12
96	Novices	Compassion	Neutral	Responsible	70	6	7	6	1	NA	3	12
96	Novices	Compassion	Neutral	Responsible	57	5	5	1	6	NA	NA	12
96	Novices	Compassion	Neutral	Responsible	61	5	1	1	NA	NA	NA	12
96	Novices	Empathy	Neutral	Responsible	63	3	7	5	1	1	NA	12
96	Novices	Empathy	Neutral	Responsible	54	5	2	4	NA	NA	5	12
96	Novices	Empathy	Neutral	Responsible	62	7	6	5	NA	NA	5	12
96	Novices	Empathy	Neutral	Responsible	65	7	7	5	NA	NA	5	12
96	Novices	Empathy	Neutral	Responsible	67	5	5	1	NA	NA	NA	12
50	Experts	Compassion	Neutral	Responsible	55	5	2	3	NA	NA	7	12
50	Experts	Compassion	Neutral	Responsible	63	5	1	2	NA	NA	7	12
50	Experts	Compassion	Neutral	Responsible	57	5	1	1	NA	NA	6	12
50	Experts	Compassion	Neutral	Responsible	61	5	1	1	NA	NA	6	12
50	Experts	Compassion	Neutral	Responsible	54	7	5	5	NA	1	NA	12
50	Experts	Empathy	Neutral	Responsible	53	6	3	4	1	1	7	12
50	Experts	Empathy	Neutral	Responsible	67	5	5	1	NA	NA	7	12
50	Experts	Empathy	Neutral	Responsible	62	5	2	3	NA	NA	7	12
50	Experts	Empathy	Neutral	Responsible	65	9	4	5	NA	NA	7	12
50	Experts	Empathy	Neutral	Responsible	70	8	6	5	NA	NA	7	12
51	Experts	Compassion	Neutral	Responsible	55	5	2	1	5	5	NA	9
51	Experts	Compassion	Neutral	Responsible	63	5	2	2	5	5	3	9
51	Experts	Compassion	Neutral	Responsible	57	5	1	1	7	7	5	9
51	Experts	Compassion	Neutral	Responsible	61	5	1	1	8	7	NA	9
51	Experts	Compassion	Neutral	Responsible	54	5	2	1	5	NA	NA	9
52	Experts	Compassion	Neutral	Responsible	46	6	2	3	NA	NA	6	17
52	Experts	Compassion	Neutral	Responsible	37	5	1	2	NA	NA	NA	17
52	Experts	Compassion	Neutral	Responsible	52	5	1	2	NA	NA	5	17
52	Experts	Compassion	Neutral	Responsible	45	5	1	1	NA	NA	NA	17
52	Experts	Empathy	Neutral	Responsible	47	7	4	5	NA	NA	NA	17
52	Experts	Empathy	Neutral	Responsible	49	5	1	2	NA	NA	NA	17
52	Experts	Empathy	Neutral	Responsible	50	5	5	1	NA	NA	NA	17
52	Experts	Empathy	Neutral	Responsible	51	5	1	1	NA	NA	NA	17
52	Experts	Empathy	Neutral	Responsible	43	5	2	2	1	NA	NA	17
53	Experts	Compassion	Neutral	Responsible	51	6	4	3	5	NA	4	28
53	Experts	Compassion	Neutral	Responsible	37	5	1	1	6	NA	2	28
53	Experts	Compassion	Neutral	Responsible	43	6	5	5	NA	NA	5	28
53	Experts	Compassion	Neutral	Responsible	39	5	1	1	6	NA	2	28
53	Experts	Compassion	Neutral	Responsible	47	6	5	5	NA	NA	2	28
53	Experts	Empathy	Neutral	Responsible	46	5	1	1	NA	NA	NA	28
53	Experts	Empathy	Neutral	Responsible	52	5	1	1	NA	NA	1	28
53	Experts	Empathy	Neutral	Responsible	45	5	1	1	7	NA	2	28
53	Experts	Empathy	Neutral	Responsible	50	5	1	1	NA	NA	1	28
53	Experts	Empathy	Neutral	Responsible	49	5	1	2	NA	NA	1	28
54	Experts	Compassion	Neutral	Responsible	47	3	4	5	1	NA	5	13
54	Experts	Compassion	Neutral	Responsible	37	5	1	2	2	NA	5	13
54	Experts	Compassion	Neutral	Responsible	46	5	4	5	NA	NA	5	13
54	Experts	Compassion	Neutral	Responsible	51	5	6	5	5	NA	6	13
54	Experts	Compassion	Neutral	Responsible	45	4	2	1	3	NA	5	13
54	Experts	Empathy	Neutral	Responsible	52	5	1	5	3	1	NA	13
54	Experts	Empathy	Neutral	Responsible	43	5	3	3	2	1	NA	13
54	Experts	Empathy	Neutral	Responsible	49	3	1	2	1	NA	6	13
54	Experts	Empathy	Neutral	Responsible	39	5	2	5	NA	3	NA	13
54	Experts	Empathy	Neutral	Responsible	50	2	1	1	1	NA	5	13
55	Experts	Compassion	Neutral	Responsible	43	7	6	5	NA	NA	6	14
55	Experts	Compassion	Neutral	Responsible	37	7	5	5	NA	NA	NA	14
55	Experts	Compassion	Neutral	Responsible	46	3	6	6	NA	1	7	14
55	Experts	Compassion	Neutral	Responsible	51	7	6	6	7	NA	NA	14
55	Experts	Compassion	Neutral	Responsible	49	6	5	5	NA	NA	NA	14
55	Experts	Empathy	Neutral	Responsible	50	5	5	5	NA	NA	NA	14
55	Experts	Empathy	Neutral	Responsible	47	5	5	5	NA	NA	NA	14
55	Experts	Empathy	Neutral	Responsible	52	5	5	5	NA	NA	NA	14
55	Experts	Empathy	Neutral	Responsible	39	5	5	5	NA	NA	NA	14
55	Experts	Empathy	Neutral	Responsible	45	5	5	5	NA	NA	NA	14
56	Experts	Compassion	Neutral	Responsible	39	5	2	1	2	2	6	14
56	Experts	Compassion	Neutral	Responsible	47	5	2	2	1	1	5	14
56	Experts	Compassion	Neutral	Responsible	37	5	1	1	2	2	NA	14
56	Experts	Compassion	Neutral	Responsible	43	5	4	2	NA	NA	6	14
56	Experts	Compassion	Neutral	Responsible	51	5	2	2	NA	NA	NA	14
56	Experts	Empathy	Neutral	Responsible	50	6	3	2	6	NA	5	14
56	Experts	Empathy	Neutral	Responsible	52	6	4	4	NA	NA	NA	14
56	Experts	Empathy	Neutral	Responsible	49	6	3	2	NA	NA	NA	14
56	Experts	Empathy	Neutral	Responsible	45	5	2	2	2	2	2	14
56	Experts	Empathy	Neutral	Responsible	46	2	6	6	2	2	5	14
57	Experts	Compassion	Neutral	Responsible	50	7	6	6	8	8	5	8
57	Experts	Compassion	Neutral	Responsible	46	5	5	5	5	6	7	8
57	Experts	Compassion	Neutral	Responsible	39	5	5	5	6	NA	8	8
57	Experts	Compassion	Neutral	Responsible	52	5	5	5	NA	NA	5	8
57	Experts	Compassion	Neutral	Responsible	37	5	5	6	6	7	6	8
57	Experts	Empathy	Neutral	Responsible	47	9	8	8	7	7	6	8
57	Experts	Empathy	Neutral	Responsible	49	7	7	7	8	8	6	8
57	Experts	Empathy	Neutral	Responsible	51	9	7	7	6	8	8	8
57	Experts	Empathy	Neutral	Responsible	43	7	8	6	NA	NA	8	8
57	Experts	Empathy	Neutral	Responsible	45	5	2	2	6	NA	6	8
58	Experts	Compassion	Neutral	Responsible	53	6	6	6	1	5	5	30
58	Experts	Compassion	Neutral	Responsible	55	5	4	4	2	4	5	30
58	Experts	Compassion	Neutral	Responsible	62	7	6	6	5	5	5	30
58	Experts	Compassion	Neutral	Responsible	57	7	6	6	7	7	5	30
58	Experts	Compassion	Neutral	Responsible	70	5	7	6	2	4	5	30
58	Experts	Empathy	Neutral	Responsible	61	5	2	2	7	6	2	30
58	Experts	Empathy	Neutral	Responsible	65	7	4	4	6	5	3	30
58	Experts	Empathy	Neutral	Responsible	67	5	1	1	7	7	1	30
58	Experts	Empathy	Neutral	Responsible	54	5	1	2	NA	NA	2	30
58	Experts	Empathy	Neutral	Responsible	63	4	2	3	1	1	NA	30
59	Experts	Compassion	Neutral	Responsible	54	5	1	1	NA	NA	8	28
59	Experts	Compassion	Neutral	Responsible	53	5	1	1	NA	NA	8	28
59	Experts	Compassion	Neutral	Responsible	65	5	1	1	NA	NA	8	28
59	Experts	Compassion	Neutral	Responsible	70	5	1	1	NA	NA	8	28
59	Experts	Compassion	Neutral	Responsible	57	5	1	1	NA	NA	NA	28
59	Experts	Empathy	Neutral	Responsible	62	5	1	1	NA	NA	NA	28
59	Experts	Empathy	Neutral	Responsible	63	5	1	1	NA	NA	NA	28
59	Experts	Empathy	Neutral	Responsible	67	5	1	1	NA	NA	NA	28
59	Experts	Empathy	Neutral	Responsible	61	5	1	1	NA	NA	NA	28
59	Experts	Empathy	Neutral	Responsible	55	5	1	1	NA	NA	NA	28
60	Experts	Compassion	Neutral	Responsible	57	5	5	5	NA	NA	7	NA
60	Experts	Compassion	Neutral	Responsible	53	4	7	6	NA	NA	7	NA
60	Experts	Compassion	Neutral	Responsible	62	5	4	3	NA	NA	NA	NA
60	Experts	Compassion	Neutral	Responsible	55	5	5	5	NA	NA	NA	NA
60	Experts	Compassion	Neutral	Responsible	61	5	5	5	NA	NA	NA	NA
60	Experts	Empathy	Neutral	Responsible	70	5	6	5	NA	NA	6	NA
60	Experts	Empathy	Neutral	Responsible	63	4	5	5	NA	NA	6	NA
60	Experts	Empathy	Neutral	Responsible	54	5	4	4	NA	NA	5	NA
60	Experts	Empathy	Neutral	Responsible	65	5	3	4	NA	NA	5	NA
60	Experts	Empathy	Neutral	Responsible	67	5	4	2	NA	NA	NA	NA
62	Experts	Compassion	Neutral	Responsible	52	5	1	1	5	5	2	13
62	Experts	Compassion	Neutral	Responsible	49	5	3	1	3	NA	NA	13
62	Experts	Compassion	Neutral	Responsible	45	5	1	1	7	8	NA	13
62	Experts	Compassion	Neutral	Responsible	50	5	6	1	NA	7	5	13
62	Experts	Compassion	Neutral	Responsible	47	7	7	1	6	NA	5	13
62	Experts	Empathy	Neutral	Responsible	39	5	2	1	NA	NA	5	13
62	Experts	Empathy	Neutral	Responsible	43	6	5	3	NA	NA	5	13
62	Experts	Empathy	Neutral	Responsible	37	5	1	2	5	NA	NA	13
62	Experts	Empathy	Neutral	Responsible	46	7	5	2	6	6	8	13
62	Experts	Empathy	Neutral	Responsible	51	9	6	5	8	8	5	13
63	Experts	Compassion	Neutral	Responsible	47	5	2	3	NA	NA	NA	16
63	Experts	Compassion	Neutral	Responsible	51	5	7	7	6	NA	5	16
63	Experts	Compassion	Neutral	Responsible	39	5	2	4	NA	NA	NA	16
63	Experts	Compassion	Neutral	Responsible	43	5	3	3	3	NA	5	16
63	Experts	Compassion	Neutral	Responsible	50	5	1	1	6	NA	NA	16
63	Experts	Empathy	Neutral	Responsible	52	5	5	5	3	NA	5	16
63	Experts	Empathy	Neutral	Responsible	49	6	3	6	8	8	5	16
63	Experts	Empathy	Neutral	Responsible	46	4	6	6	6	4	6	16
63	Experts	Empathy	Neutral	Responsible	37	5	5	1	8	8	NA	16
63	Experts	Empathy	Neutral	Responsible	45	4	5	4	5	5	NA	16
64	Experts	Compassion	Neutral	Responsible	57	5	2	3	NA	NA	NA	8
64	Experts	Compassion	Neutral	Responsible	53	5	4	4	NA	NA	NA	8
64	Experts	Compassion	Neutral	Responsible	62	5	3	3	NA	NA	NA	8
64	Experts	Compassion	Neutral	Responsible	55	5	2	2	NA	NA	NA	8
64	Experts	Compassion	Neutral	Responsible	61	5	2	2	NA	NA	NA	8
64	Experts	Empathy	Neutral	Responsible	70	6	3	4	NA	NA	NA	8
64	Experts	Empathy	Neutral	Responsible	63	4	3	3	3	3	5	8
64	Experts	Empathy	Neutral	Responsible	54	5	3	3	NA	NA	NA	8
64	Experts	Empathy	Neutral	Responsible	65	5	3	3	NA	NA	NA	8
64	Experts	Empathy	Neutral	Responsible	67	5	1	1	NA	NA	NA	8
65	Experts	Compassion	Neutral	Responsible	67	5	4	4	5	NA	7	15
65	Experts	Compassion	Neutral	Responsible	63	5	3	1	NA	NA	5	15
65	Experts	Compassion	Neutral	Responsible	54	5	1	1	5	5	6	15
65	Experts	Compassion	Neutral	Responsible	70	5	5	1	NA	NA	5	15
65	Experts	Compassion	Neutral	Responsible	65	5	4	1	5	5	5	15
65	Experts	Empathy	Neutral	Responsible	53	5	1	1	NA	NA	NA	15
65	Experts	Empathy	Neutral	Responsible	61	5	1	1	NA	NA	NA	15
65	Experts	Empathy	Neutral	Responsible	62	5	1	1	NA	NA	NA	15
65	Experts	Empathy	Neutral	Responsible	57	5	1	1	NA	NA	NA	15
65	Experts	Empathy	Neutral	Responsible	55	5	1	1	NA	NA	NA	15
68	Experts	Compassion	Neutral	Responsible	49	6	1	1	NA	5	NA	26
68	Experts	Compassion	Neutral	Responsible	52	5	1	1	NA	NA	NA	26
68	Experts	Compassion	Neutral	Responsible	39	5	1	1	NA	NA	NA	26
68	Experts	Compassion	Neutral	Responsible	43	6	1	1	NA	NA	NA	26
68	Experts	Compassion	Neutral	Responsible	50	5	1	1	5	5	NA	26
68	Experts	Empathy	Neutral	Responsible	47	7	2	3	8	NA	NA	26
68	Experts	Empathy	Neutral	Responsible	51	8	5	2	7	NA	NA	26
68	Experts	Empathy	Neutral	Responsible	37	5	1	1	NA	NA	NA	26
68	Experts	Empathy	Neutral	Responsible	45	5	1	1	NA	NA	NA	26
68	Experts	Empathy	Neutral	Responsible	46	5	1	1	NA	NA	NA	26
69	Experts	Compassion	Neutral	Responsible	67	6	1	2	5	5	5	10
69	Experts	Compassion	Neutral	Responsible	70	8	7	6	6	6	6	10
69	Experts	Compassion	Neutral	Responsible	54	6	2	3	3	4	4	10
69	Experts	Compassion	Neutral	Responsible	62	7	1	2	5	NA	6	10
69	Experts	Compassion	Neutral	Responsible	55	5	1	1	5	NA	5	10
69	Experts	Empathy	Neutral	Responsible	57	6	3	6	5	6	6	10
69	Experts	Empathy	Neutral	Responsible	65	7	7	6	NA	NA	NA	10
69	Experts	Empathy	Neutral	Responsible	61	6	1	3	7	6	4	10
69	Experts	Empathy	Neutral	Responsible	53	6	6	6	4	4	5	10
69	Experts	Empathy	Neutral	Responsible	63	4	5	4	5	4	4	10
70	Experts	Compassion	Neutral	Responsible	62	5	7	5	1	NA	1	33
70	Experts	Compassion	Neutral	Responsible	55	5	1	2	1	1	8	33
70	Experts	Compassion	Neutral	Responsible	53	8	7	5	8	3	8	33
70	Experts	Compassion	Neutral	Responsible	57	5	1	1	8	NA	1	33
70	Experts	Compassion	Neutral	Responsible	70	8	5	2	NA	3	7	33
70	Experts	Empathy	Neutral	Responsible	61	7	6	6	8	8	1	33
70	Experts	Empathy	Neutral	Responsible	65	6	6	5	NA	NA	3	33
70	Experts	Empathy	Neutral	Responsible	67	5	1	1	NA	NA	1	33
70	Experts	Empathy	Neutral	Responsible	54	5	5	2	NA	3	7	33
70	Experts	Empathy	Neutral	Responsible	63	5	1	1	6	2	NA	33
71	Experts	Compassion	Neutral	Responsible	39	5	1	1	NA	NA	NA	18
71	Experts	Compassion	Neutral	Responsible	49	5	1	1	NA	NA	NA	18
71	Experts	Compassion	Neutral	Responsible	50	5	1	1	NA	NA	NA	18
71	Experts	Compassion	Neutral	Responsible	46	5	1	1	NA	NA	NA	18
71	Experts	Compassion	Neutral	Responsible	47	8	2	2	NA	NA	NA	18
71	Experts	Empathy	Neutral	Responsible	37	5	2	2	6	6	2	18
71	Experts	Empathy	Neutral	Responsible	51	9	8	8	6	6	7	18
71	Experts	Empathy	Neutral	Responsible	52	8	4	4	5	5	3	18
71	Experts	Empathy	Neutral	Responsible	43	8	5	4	6	5	8	18
71	Experts	Empathy	Neutral	Responsible	45	6	4	3	7	7	6	18
72	Experts	Compassion	Neutral	Responsible	49	8	1	1	NA	NA	1	19
72	Experts	Compassion	Neutral	Responsible	51	8	1	1	NA	NA	NA	19
72	Experts	Compassion	Neutral	Responsible	45	5	1	1	NA	NA	NA	19
72	Experts	Compassion	Neutral	Responsible	43	4	5	5	NA	NA	7	19
72	Experts	Compassion	Neutral	Responsible	47	5	1	1	NA	NA	NA	19
72	Experts	Empathy	Neutral	Responsible	52	7	1	1	NA	NA	NA	19
72	Experts	Empathy	Neutral	Responsible	46	5	1	1	NA	NA	NA	19
72	Experts	Empathy	Neutral	Responsible	50	5	1	1	NA	6	NA	19
72	Experts	Empathy	Neutral	Responsible	39	7	1	4	NA	NA	6	19
72	Experts	Empathy	Neutral	Responsible	37	5	1	1	NA	NA	NA	19
73	Experts	Compassion	Neutral	Responsible	57	5	6	5	NA	NA	6	19
