subject	group	condition	stimtype	context	videoname	trialrank	code	cue	response	rt	zoom
55	Experts	Empathy	Neutral	Not-responsible	54	3	107	Avoid	correct	839.5	out
55	Experts	Empathy	Neutral	Not-responsible	54	4	107	Avoid	correct	641.6	out
55	Experts	Empathy	Neutral	Not-responsible	57	1	107	Avoid	correct	987.2	out
55	Experts	Empathy	Neutral	Not-responsible	57	2	106	Approach	correct	733.2	in
55	Experts	Empathy	Neutral	Not-responsible	57	3	107	Avoid	correct	483.4	out
55	Experts	Empathy	Neutral	Not-responsible	57	4	106	Approach	correct	659.9	in
55	Experts	Empathy	Neutral	Not-responsible	62	1	106	Approach	correct	573.7	in
55	Experts	Empathy	Neutral	Not-responsible	62	2	107	Avoid	correct	800	out
55	Experts	Empathy	Neutral	Not-responsible	62	3	106	Approach	correct	694.4	in
55	Experts	Empathy	Neutral	Not-responsible	62	4	107	Avoid	correct	804.4	out
55	Experts	Empathy	Neutral	Not-responsible	63	1	107	Avoid	correct	967.5	out
55	Experts	Empathy	Neutral	Not-responsible	63	2	106	Approach	correct	707.5	in
55	Experts	Empathy	Neutral	Not-responsible	63	3	106	Approach	correct	960.9	in
55	Experts	Empathy	Neutral	Not-responsible	63	4	107	Avoid	correct	804.8	out
55	Experts	Empathy	Neutral	Not-responsible	65	1	106	Approach	correct	814.7	in
55	Experts	Empathy	Neutral	Not-responsible	65	2	107	Avoid	correct	586	out
55	Experts	Empathy	Neutral	Not-responsible	65	3	106	Approach	correct	722.1	in
55	Experts	Empathy	Neutral	Not-responsible	65	4	107	Avoid	correct	742.7	out
55	Experts	Empathy	Neutral	Responsible	39	1	104	Approach	correct	916.7	in
55	Experts	Empathy	Neutral	Responsible	39	2	104	Approach	correct	816.4	in
55	Experts	Empathy	Neutral	Responsible	39	3	104	Approach	correct	690.4	in
55	Experts	Empathy	Neutral	Responsible	39	4	105	Avoid	correct	800	out
55	Experts	Empathy	Neutral	Responsible	45	1	105	Avoid	correct	769.6	out
55	Experts	Empathy	Neutral	Responsible	45	2	104	Approach	correct	600	in
55	Experts	Empathy	Neutral	Responsible	45	3	105	Avoid	correct	683.6	out
55	Experts	Empathy	Neutral	Responsible	45	4	104	Approach	correct	529.5	in
55	Experts	Empathy	Neutral	Responsible	47	1	105	Avoid	correct	633.3	out
55	Experts	Empathy	Neutral	Responsible	47	2	104	Approach	correct	755.3	in
55	Experts	Empathy	Neutral	Responsible	47	3	105	Avoid	correct	647.3	out
55	Experts	Empathy	Neutral	Responsible	47	4	105	Avoid	correct	800.1	out
55	Experts	Empathy	Neutral	Responsible	50	1	104	Approach	correct	849.4	in
55	Experts	Empathy	Neutral	Responsible	50	2	105	Avoid	correct	800	out
55	Experts	Empathy	Neutral	Responsible	50	3	104	Approach	correct	683.4	in
55	Experts	Empathy	Neutral	Responsible	50	4	105	Avoid	correct	628	out
55	Experts	Empathy	Neutral	Responsible	52	1	104	Approach	correct	566	in
55	Experts	Empathy	Neutral	Responsible	52	2	104	Approach	correct	847.3	in
55	Experts	Empathy	Neutral	Responsible	52	3	105	Avoid	correct	636.6	out
55	Experts	Empathy	Neutral	Responsible	52	4	105	Avoid	correct	452.6	out
56	Experts	Compassion	Emotional	Not-responsible	1	1	102	Approach	correct	938.7	in
56	Experts	Compassion	Emotional	Not-responsible	1	2	103	Avoid	correct	600	out
56	Experts	Compassion	Emotional	Not-responsible	1	3	102	Approach	correct	930	in
56	Experts	Compassion	Emotional	Not-responsible	1	4	103	Avoid	correct	614.7	out
56	Experts	Compassion	Emotional	Not-responsible	15	1	102	Approach	correct	968.6	in
56	Experts	Compassion	Emotional	Not-responsible	15	2	103	Avoid	correct	703.9	out
56	Experts	Compassion	Emotional	Not-responsible	15	3	102	Approach	correct	661.3	in
56	Experts	Compassion	Emotional	Not-responsible	15	4	103	Avoid	correct	698.6	out
56	Experts	Compassion	Emotional	Not-responsible	17	1	102	Approach	correct	1083.4	in
56	Experts	Compassion	Emotional	Not-responsible	17	2	102	Approach	correct	835.5	in
56	Experts	Compassion	Emotional	Not-responsible	17	3	103	Avoid	correct	638.2	out
56	Experts	Compassion	Emotional	Not-responsible	17	4	103	Avoid	correct	573.6	out
56	Experts	Compassion	Emotional	Not-responsible	18	1	102	Approach	correct	1035.4	in
56	Experts	Compassion	Emotional	Not-responsible	18	2	103	Avoid	correct	651.4	out
56	Experts	Compassion	Emotional	Not-responsible	18	3	103	Avoid	correct	860.7	out
56	Experts	Compassion	Emotional	Not-responsible	18	4	102	Approach	correct	836.7	in
56	Experts	Compassion	Emotional	Not-responsible	5	1	102	Approach	correct	999.9	in
56	Experts	Compassion	Emotional	Not-responsible	5	2	103	Avoid	correct	749.3	out
56	Experts	Compassion	Emotional	Not-responsible	5	3	102	Approach	correct	705.3	in
56	Experts	Compassion	Emotional	Not-responsible	5	4	103	Avoid	correct	530	out
56	Experts	Compassion	Emotional	Responsible	20	1	100	Approach	correct	1006.8	in
56	Experts	Compassion	Emotional	Responsible	20	2	101	Avoid	correct	604.8	out
56	Experts	Compassion	Emotional	Responsible	20	3	101	Avoid	correct	1016.2	out
56	Experts	Compassion	Emotional	Responsible	20	4	100	Approach	correct	926.1	in
56	Experts	Compassion	Emotional	Responsible	24	1	101	Avoid	correct	691.1	out
56	Experts	Compassion	Emotional	Responsible	24	2	101	Avoid	correct	658.4	out
56	Experts	Compassion	Emotional	Responsible	24	3	100	Approach	correct	704.4	in
56	Experts	Compassion	Emotional	Responsible	24	4	100	Approach	correct	1041.7	in
56	Experts	Compassion	Emotional	Responsible	28	1	100	Approach	correct	1166.6	in
56	Experts	Compassion	Emotional	Responsible	28	2	100	Approach	correct	653.8	in
56	Experts	Compassion	Emotional	Responsible	28	3	101	Avoid	correct	566.7	out
56	Experts	Compassion	Emotional	Responsible	28	4	101	Avoid	correct	1205.7	out
56	Experts	Compassion	Emotional	Responsible	33	1	100	Approach	correct	1298.9	in
56	Experts	Compassion	Emotional	Responsible	33	2	101	Avoid	correct	750	out
56	Experts	Compassion	Emotional	Responsible	33	3	101	Avoid	correct	966.9	out
56	Experts	Compassion	Emotional	Responsible	33	4	100	Approach	correct	779.6	in
56	Experts	Compassion	Emotional	Responsible	34	1	101	Avoid	correct	825.6	out
56	Experts	Compassion	Emotional	Responsible	34	2	101	Avoid	correct	719	out
56	Experts	Compassion	Emotional	Responsible	34	3	100	Approach	correct	956.9	in
56	Experts	Compassion	Emotional	Responsible	34	4	100	Approach	correct	939	in
56	Experts	Compassion	Neutral	Not-responsible	53	1	107	Avoid	correct	841.3	out
56	Experts	Compassion	Neutral	Not-responsible	53	2	106	Approach	correct	897.9	in
56	Experts	Compassion	Neutral	Not-responsible	53	3	106	Approach	correct	898.6	in
56	Experts	Compassion	Neutral	Not-responsible	53	4	107	Avoid	correct	1166.6	out
56	Experts	Compassion	Neutral	Not-responsible	54	1	106	Approach	correct	1414.8	in
56	Experts	Compassion	Neutral	Not-responsible	54	2	107	Avoid	correct	583.6	out
56	Experts	Compassion	Neutral	Not-responsible	54	3	107	Avoid	correct	800	out
56	Experts	Compassion	Neutral	Not-responsible	54	4	106	Approach	correct	766.6	in
56	Experts	Compassion	Neutral	Not-responsible	63	1	106	Approach	correct	1258.8	in
56	Experts	Compassion	Neutral	Not-responsible	63	2	106	Approach	correct	966.7	in
56	Experts	Compassion	Neutral	Not-responsible	63	3	107	Avoid	correct	607.4	out
56	Experts	Compassion	Neutral	Not-responsible	63	4	107	Avoid	correct	767.5	out
56	Experts	Compassion	Neutral	Not-responsible	67	1	107	Avoid	correct	805.8	out
56	Experts	Compassion	Neutral	Not-responsible	67	2	107	Avoid	correct	664.5	out
56	Experts	Compassion	Neutral	Not-responsible	67	3	106	Approach	correct	816.5	in
56	Experts	Compassion	Neutral	Not-responsible	67	4	106	Approach	correct	966.7	in
56	Experts	Compassion	Neutral	Not-responsible	70	1	106	Approach	correct	1012.4	in
56	Experts	Compassion	Neutral	Not-responsible	70	2	107	Avoid	correct	683.3	out
56	Experts	Compassion	Neutral	Not-responsible	70	3	106	Approach	correct	720.5	in
56	Experts	Compassion	Neutral	Not-responsible	70	4	107	Avoid	correct	620.4	out
56	Experts	Compassion	Neutral	Responsible	37	1	104	Approach	correct	1330.2	in
56	Experts	Compassion	Neutral	Responsible	37	2	104	Approach	correct	1294.8	in
56	Experts	Compassion	Neutral	Responsible	37	3	105	Avoid	correct	600	out
56	Experts	Compassion	Neutral	Responsible	37	4	105	Avoid	NA	NA	NA
56	Experts	Compassion	Neutral	Responsible	39	1	104	Approach	correct	1180.4	in
56	Experts	Compassion	Neutral	Responsible	39	2	105	Avoid	correct	784.5	out
56	Experts	Compassion	Neutral	Responsible	39	3	104	Approach	correct	1015.1	in
56	Experts	Compassion	Neutral	Responsible	39	4	104	Approach	correct	1118.4	in
56	Experts	Compassion	Neutral	Responsible	43	1	105	Avoid	correct	716.6	out
56	Experts	Compassion	Neutral	Responsible	43	2	105	Avoid	correct	767.8	out
56	Experts	Compassion	Neutral	Responsible	43	3	105	Avoid	correct	664.4	out
56	Experts	Compassion	Neutral	Responsible	43	4	105	Avoid	correct	883.3	out
56	Experts	Compassion	Neutral	Responsible	47	1	105	Avoid	correct	665.1	out
56	Experts	Compassion	Neutral	Responsible	47	2	105	Avoid	correct	483.3	out
56	Experts	Compassion	Neutral	Responsible	47	3	105	Avoid	correct	609.7	out
56	Experts	Compassion	Neutral	Responsible	47	4	104	Approach	correct	849.7	in
56	Experts	Compassion	Neutral	Responsible	51	1	104	Approach	correct	1047	in
56	Experts	Compassion	Neutral	Responsible	51	2	104	Approach	correct	499.1	in
56	Experts	Compassion	Neutral	Responsible	51	3	104	Approach	correct	721.7	in
56	Experts	Compassion	Neutral	Responsible	51	4	104	Approach	correct	810.3	in
56	Experts	Empathy	Emotional	Not-responsible	10	1	103	Avoid	correct	716.6	out
56	Experts	Empathy	Emotional	Not-responsible	10	2	102	Approach	correct	800	in
56	Experts	Empathy	Emotional	Not-responsible	10	3	102	Approach	correct	884.6	in
56	Experts	Empathy	Emotional	Not-responsible	10	4	103	Avoid	correct	566.7	out
56	Experts	Empathy	Emotional	Not-responsible	11	1	103	Avoid	correct	1010.3	out
56	Experts	Empathy	Emotional	Not-responsible	11	2	103	Avoid	correct	683.3	out
56	Experts	Empathy	Emotional	Not-responsible	11	3	102	Approach	correct	924.9	in
56	Experts	Empathy	Emotional	Not-responsible	11	4	102	Approach	correct	659	in
56	Experts	Empathy	Emotional	Not-responsible	3	1	103	Avoid	correct	735.8	out
56	Experts	Empathy	Emotional	Not-responsible	3	2	103	Avoid	correct	691.1	out
56	Experts	Empathy	Emotional	Not-responsible	3	3	102	Approach	correct	847.1	in
56	Experts	Empathy	Emotional	Not-responsible	3	4	102	Approach	correct	583.1	in
56	Experts	Empathy	Emotional	Not-responsible	6	1	102	Approach	correct	1301.6	in
56	Experts	Empathy	Emotional	Not-responsible	6	2	103	Avoid	correct	571	out
56	Experts	Empathy	Emotional	Not-responsible	6	3	103	Avoid	correct	758.3	out
56	Experts	Empathy	Emotional	Not-responsible	6	4	102	Approach	correct	806.3	in
56	Experts	Empathy	Emotional	Not-responsible	9	1	102	Approach	correct	1106.4	in
56	Experts	Empathy	Emotional	Not-responsible	9	2	103	Avoid	correct	533.1	out
56	Experts	Empathy	Emotional	Not-responsible	9	3	103	Avoid	correct	705.8	out
56	Experts	Empathy	Emotional	Not-responsible	9	4	102	Approach	correct	940.5	in
56	Experts	Empathy	Emotional	Responsible	22	1	101	Avoid	NA	NA	NA
56	Experts	Empathy	Emotional	Responsible	22	2	100	Approach	correct	1437.5	in
56	Experts	Empathy	Emotional	Responsible	22	3	100	Approach	correct	483.3	in
56	Experts	Empathy	Emotional	Responsible	22	4	101	Avoid	correct	683.3	out
56	Experts	Empathy	Emotional	Responsible	29	1	100	Approach	correct	883.3	in
56	Experts	Empathy	Emotional	Responsible	29	2	101	Avoid	correct	766.7	out
56	Experts	Empathy	Emotional	Responsible	29	3	100	Approach	correct	550	in
56	Experts	Empathy	Emotional	Responsible	29	4	101	Avoid	correct	534	out
56	Experts	Empathy	Emotional	Responsible	30	1	101	Avoid	correct	916.7	out
56	Experts	Empathy	Emotional	Responsible	30	2	100	Approach	correct	928.3	in
56	Experts	Empathy	Emotional	Responsible	30	3	100	Approach	NA	NA	NA
56	Experts	Empathy	Emotional	Responsible	30	4	101	Avoid	correct	683.3	out
56	Experts	Empathy	Emotional	Responsible	35	1	100	Approach	correct	1010.5	in
56	Experts	Empathy	Emotional	Responsible	35	2	101	Avoid	correct	545.2	out
56	Experts	Empathy	Emotional	Responsible	35	3	100	Approach	correct	761.2	in
56	Experts	Empathy	Emotional	Responsible	35	4	101	Avoid	correct	682	out
56	Experts	Empathy	Emotional	Responsible	36	1	101	Avoid	correct	922.4	out
56	Experts	Empathy	Emotional	Responsible	36	2	100	Approach	correct	695.7	in
56	Experts	Empathy	Emotional	Responsible	36	3	101	Avoid	correct	660.4	out
56	Experts	Empathy	Emotional	Responsible	36	4	100	Approach	correct	741.1	in
56	Experts	Empathy	Neutral	Not-responsible	55	1	107	Avoid	correct	1060.8	out
56	Experts	Empathy	Neutral	Not-responsible	55	2	107	Avoid	correct	1116.6	out
56	Experts	Empathy	Neutral	Not-responsible	55	3	106	Approach	correct	1097.3	in
56	Experts	Empathy	Neutral	Not-responsible	55	4	106	Approach	correct	1129.4	in
56	Experts	Empathy	Neutral	Not-responsible	57	1	106	Approach	correct	1129.3	in
56	Experts	Empathy	Neutral	Not-responsible	57	2	107	Avoid	correct	852.1	out
56	Experts	Empathy	Neutral	Not-responsible	57	3	106	Approach	correct	833.3	in
56	Experts	Empathy	Neutral	Not-responsible	57	4	107	Avoid	correct	725.4	out
56	Experts	Empathy	Neutral	Not-responsible	61	1	106	Approach	correct	885.5	in
56	Experts	Empathy	Neutral	Not-responsible	61	2	107	Avoid	correct	600	out
56	Experts	Empathy	Neutral	Not-responsible	61	3	106	Approach	correct	778.2	in
56	Experts	Empathy	Neutral	Not-responsible	61	4	107	Avoid	correct	814.8	out
56	Experts	Empathy	Neutral	Not-responsible	62	1	106	Approach	correct	966.6	in
56	Experts	Empathy	Neutral	Not-responsible	62	2	107	Avoid	correct	716.7	out
56	Experts	Empathy	Neutral	Not-responsible	62	3	106	Approach	correct	1083.4	in
56	Experts	Empathy	Neutral	Not-responsible	62	4	107	Avoid	correct	924.4	out
56	Experts	Empathy	Neutral	Not-responsible	65	1	107	Avoid	correct	1096.1	out
56	Experts	Empathy	Neutral	Not-responsible	65	2	107	Avoid	correct	1150	out
56	Experts	Empathy	Neutral	Not-responsible	65	3	106	Approach	correct	859.4	in
56	Experts	Empathy	Neutral	Not-responsible	65	4	106	Approach	correct	1166.7	in
56	Experts	Empathy	Neutral	Responsible	45	1	105	Avoid	correct	858.5	out
56	Experts	Empathy	Neutral	Responsible	45	2	104	Approach	correct	725.2	in
56	Experts	Empathy	Neutral	Responsible	45	3	104	Approach	correct	800	in
56	Experts	Empathy	Neutral	Responsible	45	4	105	Avoid	correct	1188.5	out
56	Experts	Empathy	Neutral	Responsible	46	1	105	Avoid	correct	1008.4	out
56	Experts	Empathy	Neutral	Responsible	46	2	105	Avoid	correct	683.4	out
56	Experts	Empathy	Neutral	Responsible	46	3	104	Approach	correct	757	in
56	Experts	Empathy	Neutral	Responsible	46	4	105	Avoid	correct	649.7	out
56	Experts	Empathy	Neutral	Responsible	49	1	105	Avoid	correct	651.2	out
56	Experts	Empathy	Neutral	Responsible	49	2	104	Approach	correct	820.5	in
56	Experts	Empathy	Neutral	Responsible	49	3	104	Approach	correct	600	in
56	Experts	Empathy	Neutral	Responsible	49	4	104	Approach	correct	800	in
56	Experts	Empathy	Neutral	Responsible	50	1	104	Approach	correct	1224	in
56	Experts	Empathy	Neutral	Responsible	50	2	104	Approach	NA	NA	NA
56	Experts	Empathy	Neutral	Responsible	50	3	105	Avoid	correct	659.4	out
56	Experts	Empathy	Neutral	Responsible	50	4	105	Avoid	correct	1362.6	out
56	Experts	Empathy	Neutral	Responsible	52	1	105	Avoid	correct	1067.2	out
56	Experts	Empathy	Neutral	Responsible	52	2	104	Approach	correct	726	in
56	Experts	Empathy	Neutral	Responsible	52	3	105	Avoid	correct	483.4	out
56	Experts	Empathy	Neutral	Responsible	52	4	104	Approach	correct	818.6	in
57	Experts	Compassion	Emotional	Not-responsible	1	1	102	Approach	correct	503.9	in
57	Experts	Compassion	Emotional	Not-responsible	1	2	102	Approach	correct	562.5	in
57	Experts	Compassion	Emotional	Not-responsible	1	3	103	Avoid	correct	657.2	out
57	Experts	Compassion	Emotional	Not-responsible	1	4	103	Avoid	correct	683.3	out
57	Experts	Compassion	Emotional	Not-responsible	10	1	103	Avoid	correct	842.4	out
57	Experts	Compassion	Emotional	Not-responsible	10	2	102	Approach	correct	1041.7	in
57	Experts	Compassion	Emotional	Not-responsible	10	3	102	Approach	correct	827.7	in
57	Experts	Compassion	Emotional	Not-responsible	10	4	103	Avoid	correct	1516.6	out
57	Experts	Compassion	Emotional	Not-responsible	15	1	103	Avoid	correct	1381.5	out
57	Experts	Compassion	Emotional	Not-responsible	15	2	103	Avoid	correct	516.7	out
57	Experts	Compassion	Emotional	Not-responsible	15	3	102	Approach	correct	807.5	in
57	Experts	Compassion	Emotional	Not-responsible	15	4	102	Approach	correct	567.5	in
57	Experts	Compassion	Emotional	Not-responsible	6	1	103	Avoid	correct	733.9	out
57	Experts	Compassion	Emotional	Not-responsible	6	2	102	Approach	correct	709.3	in
57	Experts	Compassion	Emotional	Not-responsible	6	3	103	Avoid	correct	1399.9	out
57	Experts	Compassion	Emotional	Not-responsible	6	4	102	Approach	correct	803.9	in
57	Experts	Compassion	Emotional	Not-responsible	9	1	103	Avoid	correct	1138	out
57	Experts	Compassion	Emotional	Not-responsible	9	2	102	Approach	correct	776	in
57	Experts	Compassion	Emotional	Not-responsible	9	3	103	Avoid	correct	569.3	out
57	Experts	Compassion	Emotional	Not-responsible	9	4	102	Approach	correct	1236	in
57	Experts	Compassion	Emotional	Responsible	22	1	101	Avoid	correct	648.7	out
57	Experts	Compassion	Emotional	Responsible	22	2	100	Approach	correct	538	in
57	Experts	Compassion	Emotional	Responsible	22	3	100	Approach	correct	749.3	in
57	Experts	Compassion	Emotional	Responsible	22	4	101	Avoid	correct	606.1	out
57	Experts	Compassion	Emotional	Responsible	29	1	101	Avoid	correct	867.8	out
57	Experts	Compassion	Emotional	Responsible	29	2	100	Approach	correct	683.3	in
57	Experts	Compassion	Emotional	Responsible	29	3	101	Avoid	correct	1349.2	out
57	Experts	Compassion	Emotional	Responsible	29	4	100	Approach	correct	655.2	in
57	Experts	Compassion	Emotional	Responsible	33	1	100	Approach	NA	NA	NA
57	Experts	Compassion	Emotional	Responsible	33	2	100	Approach	correct	1316.6	in
57	Experts	Compassion	Emotional	Responsible	33	3	101	Avoid	correct	566.7	out
57	Experts	Compassion	Emotional	Responsible	33	4	101	Avoid	correct	634.5	out
57	Experts	Compassion	Emotional	Responsible	34	1	100	Approach	correct	494.9	in
57	Experts	Compassion	Emotional	Responsible	34	2	101	Avoid	correct	694.3	out
57	Experts	Compassion	Emotional	Responsible	34	3	101	Avoid	correct	465.6	out
57	Experts	Compassion	Emotional	Responsible	34	4	100	Approach	correct	494.3	in
57	Experts	Compassion	Emotional	Responsible	36	1	100	Approach	correct	766.7	in
57	Experts	Compassion	Emotional	Responsible	36	2	100	Approach	correct	688.2	in
57	Experts	Compassion	Emotional	Responsible	36	3	101	Avoid	correct	546.2	out
57	Experts	Compassion	Emotional	Responsible	36	4	101	Avoid	correct	555.5	out
57	Experts	Compassion	Neutral	Not-responsible	54	1	107	Avoid	correct	1116.6	out
57	Experts	Compassion	Neutral	Not-responsible	54	2	106	Approach	correct	544.7	in
57	Experts	Compassion	Neutral	Not-responsible	54	3	106	Approach	correct	1117.9	in
57	Experts	Compassion	Neutral	Not-responsible	54	4	107	Avoid	correct	551.3	out
57	Experts	Compassion	Neutral	Not-responsible	55	1	106	Approach	correct	408.1	in
57	Experts	Compassion	Neutral	Not-responsible	55	2	106	Approach	correct	450.1	in
57	Experts	Compassion	Neutral	Not-responsible	55	3	107	Avoid	correct	738.7	out
57	Experts	Compassion	Neutral	Not-responsible	55	4	107	Avoid	correct	483.5	out
57	Experts	Compassion	Neutral	Not-responsible	61	1	107	Avoid	NA	NA	NA
57	Experts	Compassion	Neutral	Not-responsible	61	2	106	Approach	correct	700	in
57	Experts	Compassion	Neutral	Not-responsible	61	3	107	Avoid	correct	548.7	out
57	Experts	Compassion	Neutral	Not-responsible	61	4	106	Approach	correct	523.3	in
57	Experts	Compassion	Neutral	Not-responsible	65	1	107	Avoid	correct	716.7	out
57	Experts	Compassion	Neutral	Not-responsible	65	2	106	Approach	correct	1199.9	in
57	Experts	Compassion	Neutral	Not-responsible	65	3	107	Avoid	correct	653.7	out
57	Experts	Compassion	Neutral	Not-responsible	65	4	106	Approach	correct	683.3	in
57	Experts	Compassion	Neutral	Not-responsible	67	1	106	Approach	incorrect	848.5	out
57	Experts	Compassion	Neutral	Not-responsible	67	2	107	Avoid	correct	809.2	out
57	Experts	Compassion	Neutral	Not-responsible	67	3	107	Avoid	correct	626.5	out
57	Experts	Compassion	Neutral	Not-responsible	67	4	106	Approach	correct	587.2	in
57	Experts	Compassion	Neutral	Responsible	37	1	104	Approach	correct	1097.4	in
57	Experts	Compassion	Neutral	Responsible	37	2	104	Approach	correct	440.8	in
57	Experts	Compassion	Neutral	Responsible	37	3	105	Avoid	correct	465.5	out
57	Experts	Compassion	Neutral	Responsible	37	4	105	Avoid	correct	527.4	out
57	Experts	Compassion	Neutral	Responsible	39	1	104	Approach	correct	1316.6	in
57	Experts	Compassion	Neutral	Responsible	39	2	104	Approach	correct	518.9	in
57	Experts	Compassion	Neutral	Responsible	39	3	104	Approach	correct	799.9	in
57	Experts	Compassion	Neutral	Responsible	39	4	105	Avoid	correct	544.3	out
57	Experts	Compassion	Neutral	Responsible	46	1	105	Avoid	correct	766.7	out
57	Experts	Compassion	Neutral	Responsible	46	2	104	Approach	correct	959.6	in
57	Experts	Compassion	Neutral	Responsible	46	3	105	Avoid	NA	NA	NA
57	Experts	Compassion	Neutral	Responsible	46	4	105	Avoid	correct	409	out
57	Experts	Compassion	Neutral	Responsible	50	1	104	Approach	correct	666.5	in
57	Experts	Compassion	Neutral	Responsible	50	2	105	Avoid	correct	855.2	out
57	Experts	Compassion	Neutral	Responsible	50	3	105	Avoid	correct	808.5	out
57	Experts	Compassion	Neutral	Responsible	50	4	104	Approach	NA	NA	NA
57	Experts	Compassion	Neutral	Responsible	52	1	104	Approach	correct	653.6	in
57	Experts	Compassion	Neutral	Responsible	52	2	104	Approach	correct	424.3	in
57	Experts	Compassion	Neutral	Responsible	52	3	105	Avoid	correct	683.3	out
57	Experts	Compassion	Neutral	Responsible	52	4	105	Avoid	correct	453.7	out
57	Experts	Empathy	Emotional	Not-responsible	11	1	102	Approach	correct	1498	in
57	Experts	Empathy	Emotional	Not-responsible	11	2	103	Avoid	correct	636.7	out
57	Experts	Empathy	Emotional	Not-responsible	11	3	102	Approach	correct	662.7	in
57	Experts	Empathy	Emotional	Not-responsible	11	4	103	Avoid	correct	524.7	out
57	Experts	Empathy	Emotional	Not-responsible	17	1	103	Avoid	NA	NA	NA
57	Experts	Empathy	Emotional	Not-responsible	17	2	102	Approach	correct	687.6	in
57	Experts	Empathy	Emotional	Not-responsible	17	3	103	Avoid	correct	886.2	out
57	Experts	Empathy	Emotional	Not-responsible	17	4	102	Approach	correct	1042.2	in
57	Experts	Empathy	Emotional	Not-responsible	18	1	103	Avoid	NA	NA	NA
57	Experts	Empathy	Emotional	Not-responsible	18	2	102	Approach	correct	585.2	in
57	Experts	Empathy	Emotional	Not-responsible	18	3	103	Avoid	correct	864.5	out
57	Experts	Empathy	Emotional	Not-responsible	18	4	102	Approach	correct	566.7	in
57	Experts	Empathy	Emotional	Not-responsible	3	1	102	Approach	correct	1173.1	in
57	Experts	Empathy	Emotional	Not-responsible	3	2	102	Approach	correct	562.6	in
57	Experts	Empathy	Emotional	Not-responsible	3	3	103	Avoid	correct	549.9	out
57	Experts	Empathy	Emotional	Not-responsible	3	4	103	Avoid	correct	600	out
57	Experts	Empathy	Emotional	Not-responsible	5	1	102	Approach	correct	1083.3	in
57	Experts	Empathy	Emotional	Not-responsible	5	2	102	Approach	correct	654.3	in
57	Experts	Empathy	Emotional	Not-responsible	5	3	103	Avoid	correct	566.7	out
57	Experts	Empathy	Emotional	Not-responsible	5	4	103	Avoid	correct	410.3	out
57	Experts	Empathy	Emotional	Responsible	20	1	100	Approach	NA	NA	NA
57	Experts	Empathy	Emotional	Responsible	20	2	101	Avoid	correct	883.3	out
57	Experts	Empathy	Emotional	Responsible	20	3	100	Approach	correct	577.7	in
57	Experts	Empathy	Emotional	Responsible	20	4	101	Avoid	correct	559.7	out
57	Experts	Empathy	Emotional	Responsible	24	1	101	Avoid	correct	756.3	out
57	Experts	Empathy	Emotional	Responsible	24	2	101	Avoid	correct	623.7	out
57	Experts	Empathy	Emotional	Responsible	24	3	100	Approach	correct	582.4	in
57	Experts	Empathy	Emotional	Responsible	24	4	100	Approach	incorrect	683.3	out
57	Experts	Empathy	Emotional	Responsible	28	1	101	Avoid	correct	1293.6	out
57	Experts	Empathy	Emotional	Responsible	28	2	100	Approach	correct	445.6	in
57	Experts	Empathy	Emotional	Responsible	28	3	101	Avoid	correct	1083.3	out
57	Experts	Empathy	Emotional	Responsible	28	4	100	Approach	correct	638.2	in
57	Experts	Empathy	Emotional	Responsible	30	1	101	Avoid	correct	1122.3	out
57	Experts	Empathy	Emotional	Responsible	30	2	101	Avoid	correct	633.7	out
57	Experts	Empathy	Emotional	Responsible	30	3	100	Approach	correct	366.7	in
57	Experts	Empathy	Emotional	Responsible	30	4	100	Approach	correct	427.7	in
57	Experts	Empathy	Emotional	Responsible	35	1	101	Avoid	correct	1140.7	out
57	Experts	Empathy	Emotional	Responsible	35	2	100	Approach	correct	716.6	in
57	Experts	Empathy	Emotional	Responsible	35	3	101	Avoid	correct	683.4	out
57	Experts	Empathy	Emotional	Responsible	35	4	100	Approach	correct	633.3	in
57	Experts	Empathy	Neutral	Not-responsible	53	1	107	Avoid	correct	822.8	out
57	Experts	Empathy	Neutral	Not-responsible	53	2	106	Approach	correct	732.2	in
57	Experts	Empathy	Neutral	Not-responsible	53	3	107	Avoid	correct	668.1	out
57	Experts	Empathy	Neutral	Not-responsible	53	4	106	Approach	correct	736.8	in
57	Experts	Empathy	Neutral	Not-responsible	57	1	106	Approach	correct	1316.6	in
57	Experts	Empathy	Neutral	Not-responsible	57	2	106	Approach	correct	612.7	in
57	Experts	Empathy	Neutral	Not-responsible	57	3	107	Avoid	correct	609.4	out
57	Experts	Empathy	Neutral	Not-responsible	57	4	107	Avoid	correct	572.7	out
57	Experts	Empathy	Neutral	Not-responsible	62	1	106	Approach	incorrect	575.7	out
57	Experts	Empathy	Neutral	Not-responsible	62	2	106	Approach	correct	1089.6	in
57	Experts	Empathy	Neutral	Not-responsible	62	3	107	Avoid	correct	814.3	out
57	Experts	Empathy	Neutral	Not-responsible	62	4	107	Avoid	correct	1021.7	out
57	Experts	Empathy	Neutral	Not-responsible	63	1	107	Avoid	correct	836.1	out
57	Experts	Empathy	Neutral	Not-responsible	63	2	106	Approach	correct	489.4	in
57	Experts	Empathy	Neutral	Not-responsible	63	3	107	Avoid	correct	690.8	out
57	Experts	Empathy	Neutral	Not-responsible	63	4	106	Approach	correct	1007.3	in
57	Experts	Empathy	Neutral	Not-responsible	70	1	106	Approach	correct	1116.7	in
57	Experts	Empathy	Neutral	Not-responsible	70	2	107	Avoid	correct	667.5	out
